0,0,0,0,0,0,0,0,0,0,"fox"
0,0,0,0,0,0,0,0,0,1,"rabbits"
0,0,0,0,0,0,0,0,1,0,"seahorse"
0,0,0,0,0,0,0,0,1,1,"lobsters"
0,0,0,0,0,0,0,1,0,0,"shoe"
0,0,0,0,0,0,0,1,0,1,"skateboards"
0,0,0,0,0,0,0,1,1,0,"buoy"
0,0,0,0,0,0,0,1,1,1,"surfboards"
0,0,0,0,0,0,1,0,0,0,"giraffe"
0,0,0,0,0,0,1,0,0,1,"elephants"
0,0,0,0,0,0,1,0,1,0,"blue whale"
0,0,0,0,0,0,1,0,1,1,"manatees"
0,0,0,0,0,0,1,1,0,0,"tour bus "
0,0,0,0,0,0,1,1,0,1,"trains"
0,0,0,0,0,0,1,1,1,0,"submarine"
0,0,0,0,0,0,1,1,1,1,"tugboats"
0,0,0,0,0,1,0,0,0,0,"FOX"
0,0,0,0,0,1,0,0,0,1,"RABBITS"
0,0,0,0,0,1,0,0,1,0,"SEAHORSE"
0,0,0,0,0,1,0,0,1,1,"LOBSTERS"
0,0,0,0,0,1,0,1,0,0,"SHOE"
0,0,0,0,0,1,0,1,0,1,"SKATEBOARDS"
0,0,0,0,0,1,0,1,1,0,"BUOY"
0,0,0,0,0,1,0,1,1,1,"SURFBOARDS"
0,0,0,0,0,1,1,0,0,0,"GIRAFFE"
0,0,0,0,0,1,1,0,0,1,"ELEPHANTS"
0,0,0,0,0,1,1,0,1,0,"BLUE WHALE"
0,0,0,0,0,1,1,0,1,1,"MANATEES"
0,0,0,0,0,1,1,1,0,0,"TOUR BUS"
0,0,0,0,0,1,1,1,0,1,"TRAINS"
0,0,0,0,0,1,1,1,1,0,"SUBMARINE"
0,0,0,0,0,1,1,1,1,1,"TUGBOATS"
0,0,0,0,1,0,0,0,0,0,"fox"
0,0,0,0,1,0,0,0,0,1,"rabbits"
0,0,0,0,1,0,0,0,1,0,"seahorse"
0,0,0,0,1,0,0,0,1,1,"lobsters"
0,0,0,0,1,0,0,1,0,0,"shoe"
0,0,0,0,1,0,0,1,0,1,"skateboards"
0,0,0,0,1,0,0,1,1,0,"buoy"
0,0,0,0,1,0,0,1,1,1,"surfboards"
0,0,0,0,1,0,1,0,0,0,"giraffe"
0,0,0,0,1,0,1,0,0,1,"elephants"
0,0,0,0,1,0,1,0,1,0,"blue whale"
0,0,0,0,1,0,1,0,1,1,"manatees"
0,0,0,0,1,0,1,1,0,0,"tour bus "
0,0,0,0,1,0,1,1,0,1,"trains"
0,0,0,0,1,0,1,1,1,0,"submarine"
0,0,0,0,1,0,1,1,1,1,"tugboats"
0,0,0,0,1,1,0,0,0,0,"FOX"
0,0,0,0,1,1,0,0,0,1,"RABBITS"
0,0,0,0,1,1,0,0,1,0,"SEAHORSE"
0,0,0,0,1,1,0,0,1,1,"LOBSTERS"
0,0,0,0,1,1,0,1,0,0,"SHOE"
0,0,0,0,1,1,0,1,0,1,"SKATEBOARDS"
0,0,0,0,1,1,0,1,1,0,"BUOY"
0,0,0,0,1,1,0,1,1,1,"SURFBOARDS"
0,0,0,0,1,1,1,0,0,0,"GIRAFFE"
0,0,0,0,1,1,1,0,0,1,"ELEPHANTS"
0,0,0,0,1,1,1,0,1,0,"BLUE WHALE"
0,0,0,0,1,1,1,0,1,1,"MANATEES"
0,0,0,0,1,1,1,1,0,0,"TOUR BUS"
0,0,0,0,1,1,1,1,0,1,"TRAINS"
0,0,0,0,1,1,1,1,1,0,"SUBMARINE"
0,0,0,0,1,1,1,1,1,1,"TUGBOATS"
0,0,0,1,0,0,0,0,0,0,"fox"
0,0,0,1,0,0,0,0,0,1,"rabbits"
0,0,0,1,0,0,0,0,1,0,"seahorse"
0,0,0,1,0,0,0,0,1,1,"lobsters"
0,0,0,1,0,0,0,1,0,0,"shoe"
0,0,0,1,0,0,0,1,0,1,"skateboards"
0,0,0,1,0,0,0,1,1,0,"buoy"
0,0,0,1,0,0,0,1,1,1,"surfboards"
0,0,0,1,0,0,1,0,0,0,"giraffe"
0,0,0,1,0,0,1,0,0,1,"elephants"
0,0,0,1,0,0,1,0,1,0,"blue whale"
0,0,0,1,0,0,1,0,1,1,"manatees"
0,0,0,1,0,0,1,1,0,0,"tour bus "
0,0,0,1,0,0,1,1,0,1,"trains"
0,0,0,1,0,0,1,1,1,0,"submarine"
0,0,0,1,0,0,1,1,1,1,"tugboats"
0,0,0,1,0,1,0,0,0,0,"FOX"
0,0,0,1,0,1,0,0,0,1,"RABBITS"
0,0,0,1,0,1,0,0,1,0,"SEAHORSE"
0,0,0,1,0,1,0,0,1,1,"LOBSTERS"
0,0,0,1,0,1,0,1,0,0,"SHOE"
0,0,0,1,0,1,0,1,0,1,"SKATEBOARDS"
0,0,0,1,0,1,0,1,1,0,"BUOY"
0,0,0,1,0,1,0,1,1,1,"SURFBOARDS"
0,0,0,1,0,1,1,0,0,0,"GIRAFFE"
0,0,0,1,0,1,1,0,0,1,"ELEPHANTS"
0,0,0,1,0,1,1,0,1,0,"BLUE WHALE"
0,0,0,1,0,1,1,0,1,1,"MANATEES"
0,0,0,1,0,1,1,1,0,0,"TOUR BUS"
0,0,0,1,0,1,1,1,0,1,"TRAINS"
0,0,0,1,0,1,1,1,1,0,"SUBMARINE"
0,0,0,1,0,1,1,1,1,1,"TUGBOATS"
0,0,0,1,1,0,0,0,0,0,"fox"
0,0,0,1,1,0,0,0,0,1,"rabbits"
0,0,0,1,1,0,0,0,1,0,"seahorse"
0,0,0,1,1,0,0,0,1,1,"lobsters"
0,0,0,1,1,0,0,1,0,0,"shoe"
0,0,0,1,1,0,0,1,0,1,"skateboards"
0,0,0,1,1,0,0,1,1,0,"buoy"
0,0,0,1,1,0,0,1,1,1,"surfboards"
0,0,0,1,1,0,1,0,0,0,"giraffe"
0,0,0,1,1,0,1,0,0,1,"elephants"
0,0,0,1,1,0,1,0,1,0,"blue whale"
0,0,0,1,1,0,1,0,1,1,"manatees"
0,0,0,1,1,0,1,1,0,0,"tour bus "
0,0,0,1,1,0,1,1,0,1,"trains"
0,0,0,1,1,0,1,1,1,0,"submarine"
0,0,0,1,1,0,1,1,1,1,"tugboats"
0,0,0,1,1,1,0,0,0,0,"FOX"
0,0,0,1,1,1,0,0,0,1,"RABBITS"
0,0,0,1,1,1,0,0,1,0,"SEAHORSE"
0,0,0,1,1,1,0,0,1,1,"LOBSTERS"
0,0,0,1,1,1,0,1,0,0,"SHOE"
0,0,0,1,1,1,0,1,0,1,"SKATEBOARDS"
0,0,0,1,1,1,0,1,1,0,"BUOY"
0,0,0,1,1,1,0,1,1,1,"SURFBOARDS"
0,0,0,1,1,1,1,0,0,0,"GIRAFFE"
0,0,0,1,1,1,1,0,0,1,"ELEPHANTS"
0,0,0,1,1,1,1,0,1,0,"BLUE WHALE"
0,0,0,1,1,1,1,0,1,1,"MANATEES"
0,0,0,1,1,1,1,1,0,0,"TOUR BUS"
0,0,0,1,1,1,1,1,0,1,"TRAINS"
0,0,0,1,1,1,1,1,1,0,"SUBMARINE"
0,0,0,1,1,1,1,1,1,1,"TUGBOATS"
0,0,1,0,0,0,0,0,0,0,"fox"
0,0,1,0,0,0,0,0,0,1,"rabbits"
0,0,1,0,0,0,0,0,1,0,"seahorse"
0,0,1,0,0,0,0,0,1,1,"lobsters"
0,0,1,0,0,0,0,1,0,0,"shoe"
0,0,1,0,0,0,0,1,0,1,"skateboards"
0,0,1,0,0,0,0,1,1,0,"buoy"
0,0,1,0,0,0,0,1,1,1,"surfboards"
0,0,1,0,0,0,1,0,0,0,"giraffe"
0,0,1,0,0,0,1,0,0,1,"elephants"
0,0,1,0,0,0,1,0,1,0,"blue whale"
0,0,1,0,0,0,1,0,1,1,"manatees"
0,0,1,0,0,0,1,1,0,0,"tour bus "
0,0,1,0,0,0,1,1,0,1,"trains"
0,0,1,0,0,0,1,1,1,0,"submarine"
0,0,1,0,0,0,1,1,1,1,"tugboats"
0,0,1,0,0,1,0,0,0,0,"FOX"
0,0,1,0,0,1,0,0,0,1,"RABBITS"
0,0,1,0,0,1,0,0,1,0,"SEAHORSE"
0,0,1,0,0,1,0,0,1,1,"LOBSTERS"
0,0,1,0,0,1,0,1,0,0,"SHOE"
0,0,1,0,0,1,0,1,0,1,"SKATEBOARDS"
0,0,1,0,0,1,0,1,1,0,"BUOY"
0,0,1,0,0,1,0,1,1,1,"SURFBOARDS"
0,0,1,0,0,1,1,0,0,0,"GIRAFFE"
0,0,1,0,0,1,1,0,0,1,"ELEPHANTS"
0,0,1,0,0,1,1,0,1,0,"BLUE WHALE"
0,0,1,0,0,1,1,0,1,1,"MANATEES"
0,0,1,0,0,1,1,1,0,0,"TOUR BUS"
0,0,1,0,0,1,1,1,0,1,"TRAINS"
0,0,1,0,0,1,1,1,1,0,"SUBMARINE"
0,0,1,0,0,1,1,1,1,1,"TUGBOATS"
0,0,1,0,1,0,0,0,0,0,"fox"
0,0,1,0,1,0,0,0,0,1,"rabbits"
0,0,1,0,1,0,0,0,1,0,"seahorse"
0,0,1,0,1,0,0,0,1,1,"lobsters"
0,0,1,0,1,0,0,1,0,0,"shoe"
0,0,1,0,1,0,0,1,0,1,"skateboards"
0,0,1,0,1,0,0,1,1,0,"buoy"
0,0,1,0,1,0,0,1,1,1,"surfboards"
0,0,1,0,1,0,1,0,0,0,"giraffe"
0,0,1,0,1,0,1,0,0,1,"elephants"
0,0,1,0,1,0,1,0,1,0,"blue whale"
0,0,1,0,1,0,1,0,1,1,"manatees"
0,0,1,0,1,0,1,1,0,0,"tour bus "
0,0,1,0,1,0,1,1,0,1,"trains"
0,0,1,0,1,0,1,1,1,0,"submarine"
0,0,1,0,1,0,1,1,1,1,"tugboats"
0,0,1,0,1,1,0,0,0,0,"FOX"
0,0,1,0,1,1,0,0,0,1,"RABBITS"
0,0,1,0,1,1,0,0,1,0,"SEAHORSE"
0,0,1,0,1,1,0,0,1,1,"LOBSTERS"
0,0,1,0,1,1,0,1,0,0,"SHOE"
0,0,1,0,1,1,0,1,0,1,"SKATEBOARDS"
0,0,1,0,1,1,0,1,1,0,"BUOY"
